Date,Time Slot,Accelerator,Battlestar Galactica: CYLON,Battlestar Galactica: HUMAN,Canopy Flyer,Dino-Soarin,Enchanted Airways,Jurassic Park Rapids Adventure,"Lights, Camera, Action! Hosted by Steven Spielberg",Magic Potion Spin,Puss In Boots’ Giant Journey,Revenge of the Mummy,Shrek 4-D Adventure,TRANSFORMERS The Ride: The Ultimate 3D Battle,Treasure Hunters
2023-01-09,15:30:00,3.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0
2023-01-09,16:00:00,3.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0
2023-01-09,16:30:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-09,17:00:00,3.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0
2023-01-10,10:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,10:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,11:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,11:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,12:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,12:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,13:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,13:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,14:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,14:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,15:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,15:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,16:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,16:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-10,17:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-11,10:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-11,10:30:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-11,11:00:00,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0,2.0
2023-01-11,11:30:00,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0
2023-01-11,12:00:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-11,12:30:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-11,13:00:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2023-01-11,13:30:00,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
